id,u,g,r,i,z,run,rerun,camcol,field
391,18.08807,16.75005,16.14939,15.77494,15.58475,3893,301,2,135
392,18.75935,17.78154,17.28276,16.94361,16.78737,3840,301,6,145
393,18.67788,16.94271,16.06108,15.63452,15.3799,4134,301,3,155
394,18.37694,17.10316,16.6461,16.48292,16.43731,2830,301,5,71
395,19.50652,17.63513,16.62712,16.11994,15.74402,4670,301,5,237
396,19.38534,17.9168,17.04556,16.6358,16.34412,2243,301,3,154
397,19.47701,18.08248,17.31519,16.88786,16.57205,2986,301,2,253
398,19.32418,17.53159,16.62964,16.22564,15.92488,3971,301,5,153
399,19.55567,17.58053,16.60357,16.12988,15.77151,7713,301,4,412
400,18.82842,17.59,17.13308,16.83269,16.66081,5314,301,4,246
401,18.72883,17.83058,17.49893,17.35642,17.30606,5972,301,4,113
402,18.45273,17.54066,16.717,16.65429,15.71049,4646,301,1,350
403,18.26662,16.94668,16.32745,15.91583,15.70909,4576,301,1,630
404,19.44719,18.36302,18.36116,18.39217,18.36337,5194,301,4,248
405,18.58663,16.64523,15.76256,15.35042,15.04778,2830,301,2,58
406,18.88781,16.86475,15.92296,15.46027,15.08617,2863,301,4,107
407,19.49311,18.29304,17.66483,17.3129,17.09712,5323,301,4,88
408,19.10227,17.52264,16.82867,16.5161,16.23838,4576,301,2,393
409,18.3162,16.12566,15.25985,14.98701,14.81261,2243,301,3,398
410,17.80225,16.18305,15.54595,15.3206,15.21465,4828,301,2,154
411,18.79035,17.6176,17.29662,17.09899,17.03391,5115,301,5,58
412,19.27346,19.00525,18.99329,19.00478,18.86915,1231,301,4,16
413,19.25033,17.91237,17.34542,17.12356,17.03652,7912,301,1,129
414,18.96439,17.04091,16.07036,15.63034,15.29359,3893,301,4,118
415,17.89513,16.79511,16.43593,16.1731,16.00353,2964,301,4,22
416,17.93896,16.69958,16.18883,15.98943,15.90835,2728,301,3,500
417,19.49545,19.21319,18.95577,18.97811,19.1257,4671,301,4,102
418,14.28515,12.35843,11.63915,11.27382,11.06183,3631,301,5,463
419,19.51096,17.94234,17.08154,16.66092,16.33321,5183,301,1,441
420,19.37726,17.91747,17.36575,17.15593,17.06408,2125,301,1,103
421,19.13937,17.89453,17.3155,16.9274,16.73469,3926,301,6,60
422,18.66002,17.53103,16.90533,16.52923,16.2968,4264,301,1,170
423,19.54692,18.35749,17.49133,17.02836,16.7943,2190,301,1,137
424,19.47786,17.76767,16.869,16.38374,16.02835,4670,301,4,211
425,19.12487,17.2983,16.29215,15.75248,15.32532,5308,301,2,214
426,18.67805,16.73542,15.82937,15.38895,15.05482,7717,301,1,550
427,17.32522,15.52145,14.71524,14.32136,14.01552,4576,301,1,287
428,18.65893,17.7004,17.09149,16.69868,16.51213,4678,301,6,99
429,16.67799,15.02345,14.46626,14.31328,14.26466,4829,301,6,199
430,19.50687,18.28104,17.6984,17.28271,17.05652,5183,301,4,157
431,18.43154,16.81693,15.96443,15.52988,15.20859,1231,301,4,54
432,18.42904,17.5005,16.90001,16.44828,16.29561,3705,301,2,219
433,18.00542,16.11628,15.27143,14.85234,14.52561,1231,301,5,74
434,16.71152,15.55211,15.0779,14.86084,14.75507,3226,301,5,37
435,19.22393,18.29224,17.99591,17.87118,17.856,3971,301,2,35
436,18.09624,17.15186,16.88008,16.76751,16.75349,4682,301,2,95
437,15.14998,13.13317,12.7601,12.67857,13.58098,3840,301,3,80
438,19.0331,17.16404,16.37968,15.9942,15.71146,5087,301,6,185
439,19.45987,17.5557,16.6101,16.20007,15.88359,4518,301,5,192
440,19.17945,17.16301,16.201,15.71967,15.34229,7713,301,4,243
441,18.75458,17.41682,16.78387,16.41986,16.20877,1231,301,3,178
442,18.67479,17.78398,17.27733,16.87686,16.67575,2964,301,4,339
443,19.47112,19.37756,19.11676,19.16867,19.2295,4187,301,6,91
444,18.91939,18.01788,17.75352,17.64117,17.66105,6122,301,1,64
445,17.57482,15.95211,15.16776,14.73731,14.41328,2964,301,4,477
446,16.82298,15.64044,15.1518,14.96476,14.90763,2830,301,1,235
447,19.43056,17.3832,16.31875,15.78665,15.52828,3893,301,3,256
448,19.24015,18.12125,17.72421,17.58849,17.54424,2328,301,4,33
449,19.22047,18.85302,18.7878,18.65755,19.20322,3893,301,2,319
450,17.72704,16.86694,16.56134,16.4428,16.4051,4576,301,6,304
451,17.30428,16.9626,17.04464,16.90033,16.86146,5183,301,1,343
452,19.34936,18.92974,18.63943,18.77943,18.67266,5972,301,4,180
453,19.00928,18.88096,18.9052,18.65892,18.66756,2963,301,6,103
454,18.75466,16.97535,16.12316,15.68881,15.3775,7923,301,1,282
455,19.37783,17.64824,16.75695,16.30154,15.97937,4674,301,3,123
456,19.18417,16.73991,15.79736,15.43699,15.23738,5060,301,1,190
457,17.88142,16.35235,15.51282,15.05929,14.6714,2583,301,3,162
458,18.38035,16.86835,16.1731,15.80758,15.50954,2826,301,4,256
459,18.91486,17.96786,17.73014,17.63105,17.6566,2987,301,5,81
460,18.23169,18.24128,18.13663,17.83991,17.89569,5137,301,5,69
461,18.20733,16.46288,15.63005,15.21496,14.9069,3841,301,6,288
462,18.86525,17.34073,16.38083,15.88755,15.53628,5396,301,4,13
463,19.40967,18.30102,17.63588,17.23295,17.01302,3919,301,4,263
464,17.66853,16.4331,16.41188,16.43382,16.45916,3958,301,3,63
465,19.25507,17.45493,16.66284,16.27509,15.95657,5183,301,1,611
466,18.86363,17.08016,16.07793,15.60013,15.20973,5125,301,3,83
467,18.71,16.79534,15.91674,15.50933,15.17316,5137,301,5,304
468,,,,,,6573,301,6,132
469,18.80137,16.90849,16.02259,15.59347,15.24971,3647,301,4,97
470,19.11741,19.05851,18.96896,18.71569,18.59192,4851,301,2,41
471,18.43165,16.92297,16.34839,16.15338,16.06622,4263,301,6,300
472,19.45297,17.81611,17.11624,16.84375,16.7021,4335,301,3,64
473,18.60618,17.42796,17.00455,16.73996,16.58865,3893,301,1,159
474,19.38806,17.21273,16.23646,15.77357,15.43757,5194,301,2,128
475,19.26793,17.71223,16.96731,16.56474,16.28006,2864,301,6,89
476,19.12175,17.33525,16.4681,16.03307,15.75558,4294,301,4,98
477,17.2391,16.02046,15.61206,15.41229,15.46206,5071,301,3,271
478,17.19861,16.53993,16.34967,16.50982,16.46723,4552,301,6,175
479,18.10132,16.5818,15.86313,15.50376,15.22348,2986,301,5,247
480,19.40752,18.02978,17.35328,16.99277,16.74091,2125,301,1,203
481,19.06352,17.19843,16.29135,15.81347,15.43209,5362,301,4,96
482,19.58601,18.63873,18.29187,18.17365,18.12427,3705,301,1,235
483,18.12927,16.89493,16.45042,16.28848,16.22842,5935,301,6,251
484,17.39024,16.42982,16.16134,16.0629,16.04293,3926,301,4,155
485,19.28125,17.53826,16.69211,16.28521,15.96901,4678,301,3,68
486,19.07374,18.5817,18.43513,18.16615,18.21463,4674,301,2,120
487,18.21798,17.27525,16.98171,16.87561,16.80645,7845,301,5,33
488,18.21041,16.84551,16.2938,16.02813,16.01056,6585,301,3,117
489,19.42145,17.71329,17.03578,16.70236,16.43268,1412,301,4,207
490,18.29537,16.51504,15.65169,15.22826,14.92605,4674,301,4,129
491,18.04149,16.93731,16.37365,16.12669,15.90505,2826,301,2,276
492,17.77861,16.44012,15.92254,15.77068,15.64198,6177,301,4,51
493,17.89971,17.47166,17.68626,17.89146,18.09065,2831,301,1,64
494,19.14551,17.75955,17.10232,16.75956,16.53477,3893,301,1,107
495,19.19622,18.23747,17.92699,17.83629,17.79692,2864,301,5,171
496,19.25756,18.01204,17.34921,16.92592,16.70024,3015,301,3,124
497,14.89078,12.94668,12.03939,11.66329,11.35737,6004,301,5,31
498,18.61311,18.71902,19.02599,19.278,19.41348,5396,301,5,28
499,18.87377,17.97414,17.19501,16.7776,16.58353,3699,301,2,51
500,19.23594,17.49994,16.73163,16.28952,16.01251,4674,301,3,47
501,12.99877,16.9835,14.55951,13.0217,13.07605,5972,301,2,241
502,17.86746,16.90739,16.79857,16.81154,16.84642,3699,301,3,158
503,18.64608,17.47845,17.08418,16.80785,16.69329,756,301,5,224
504,18.62397,18.53069,18.47645,18.32044,18.1424,1350,301,3,233
505,18.43353,17.45084,17.11478,16.92412,16.80863,6162,301,1,44
506,18.38681,17.1756,16.75228,16.62297,16.55286,6597,301,1,70
507,19.29446,17.89054,17.36193,17.1835,17.09331,2243,301,6,190
508,19.50618,17.50978,16.6019,16.17547,15.81911,3225,301,6,154
509,18.93491,17.18507,16.33005,15.96397,15.656,2883,301,4,130
510,18.86056,17.54084,16.83471,16.48063,16.22326,3704,301,3,139
511,17.60678,16.0974,15.34589,14.93881,14.65998,2125,301,1,166
512,18.82508,17.86928,17.5745,17.4378,17.3858,752,301,1,282
513,18.50008,16.82946,16.08869,15.78687,15.61727,5656,301,4,139
514,17.73195,16.80575,16.50345,16.38796,16.34697,4674,301,5,207
515,19.4243,18.76294,18.50618,18.37926,18.15568,2986,301,1,28
516,17.06005,15.78056,15.80755,15.88107,15.91596,3704,301,4,77
517,19.42846,19.28622,19.23905,19.02026,18.98637,2206,301,6,102
518,18.66321,17.49655,16.90205,16.63385,16.48778,5060,301,3,60
519,19.56617,18.46264,17.84558,17.48185,17.20293,5314,301,3,25
520,19.34375,17.71555,17.02578,16.75011,16.61049,5065,301,5,182
521,19.13239,17.80752,17.20632,16.8744,16.67705,7908,301,1,129
522,19.42893,18.55386,18.26787,18.18761,18.21004,3893,301,2,257
523,17.95097,16.43253,15.86488,15.57137,15.29892,5322,301,4,30
524,17.65528,16.44688,15.99524,15.83536,15.78863,2662,301,1,39
525,19.47595,17.54246,16.56475,16.07366,15.67186,6354,301,1,96
526,19.42598,19.05839,19.02485,18.96661,18.75172,3996,301,1,126
527,19.52659,19.01985,19.25099,19.4211,19.78577,3900,301,2,361
528,18.36653,17.26733,16.9033,16.75753,16.7384,2248,301,2,169
529,19.22284,19.10784,18.85376,18.79457,18.89899,3893,301,4,154
530,18.59312,17.48294,16.90813,16.5037,16.29062,2964,301,1,466
531,18.06737,16.82848,16.18615,15.87321,15.70893,5060,301,1,62
532,19.56778,18.40156,17.89905,17.57088,17.39571,2247,301,5,250
533,16.75975,15.23549,14.47022,14.09907,13.83428,5313,301,2,115
534,19.28543,17.45478,16.57664,16.13556,15.79984,2335,301,5,38
535,18.3842,18.11246,17.98656,18.08533,17.93041,4633,301,4,73
536,19.22794,17.29287,16.3505,15.88263,15.54061,3631,301,1,81
537,18.88227,17.89743,17.53468,17.40059,17.36007,8102,301,3,100
538,19.57567,18.24422,17.59331,17.20798,17.06435,4674,301,4,179
539,18.88875,17.58352,17.03937,16.79688,16.68188,4649,301,3,153
540,19.45061,17.59763,16.73755,16.27151,15.9323,5330,301,5,122
541,17.08537,15.75389,15.12968,14.76046,14.55555,4335,301,1,87
542,16.52833,15.18157,15.16901,15.2264,15.28358,1992,301,5,165
543,18.92667,17.93399,17.6577,17.53748,17.48431,1729,301,5,201
544,19.26628,18.04103,17.87159,17.86202,17.86282,2379,301,5,196
545,17.44534,17.60649,18.0805,18.40855,18.72908,2961,301,2,86
546,19.44672,17.57961,16.56905,16.06277,15.7361,8105,301,4,90
547,18.27435,17.40991,17.00472,16.6469,16.52138,2830,301,1,400
548,18.52726,18.396,18.05495,17.98307,18.04221,8103,301,1,153
549,17.87098,16.28064,15.61418,15.34597,15.21368,6003,301,2,25
550,18.09124,16.23594,15.32248,14.86091,14.52827,1345,301,2,65
551,19.56378,17.78819,16.78485,16.32712,15.97791,4576,301,1,323
552,18.8072,16.99425,16.18782,15.79773,15.50765,2125,301,2,230
553,18.34817,16.90909,16.38481,16.19891,16.13975,4263,301,3,53
554,19.16229,18.17994,17.99835,17.94266,17.97993,2243,301,4,412
555,15.54439,14.17026,13.45907,13.11604,12.78928,3971,301,4,97
556,19.46671,18.44735,17.77517,17.39214,17.19523,4294,301,1,91
557,17.64202,16.58529,16.17423,15.88537,15.72099,3804,301,2,163
558,19.27513,18.27794,18.01753,17.93063,17.94718,5972,301,6,179
559,18.78615,16.83768,15.96119,15.53908,15.23298,2989,301,2,95
560,17.89079,16.41832,15.90911,15.75844,15.72562,3958,301,4,21
561,19.3534,17.66369,16.57058,16.1062,15.72628,7778,301,1,107
562,17.62884,16.36537,15.80843,15.47342,15.22243,3903,301,4,308
563,18.78216,17.27768,16.44906,15.98186,15.65638,3919,301,6,148
564,19.09641,18.77827,18.60468,18.56526,18.37462,4335,301,3,172
565,18.53081,17.62901,17.32466,17.21811,17.15057,6162,301,1,77
566,19.20385,17.90181,17.36645,16.98348,16.75978,3836,301,3,535
567,19.29614,17.52072,16.65478,16.2356,15.93409,3836,301,3,178
568,19.18858,18.3042,17.99409,17.89227,17.86832,7717,301,4,408
569,17.61625,16.46736,16.04012,15.85563,15.82257,4263,301,3,348
570,17.85573,16.54358,15.96404,15.75663,15.68043,2961,301,4,141
571,19.56134,18.15146,17.34271,16.88639,16.60788,5322,301,4,138
572,19.46432,17.38506,16.43697,16.00468,15.63739,756,301,1,230
573,16.99834,15.8565,15.51693,15.15086,14.92565,5322,301,4,194
574,16.70804,15.62103,15.29967,15.18354,15.17108,4851,301,1,76
575,17.33026,16.20297,15.69034,15.49098,15.4236,5060,301,2,187
576,17.27518,15.68627,14.95837,15.42455,14.44965,307,301,4,161
577,19.57157,18.33326,17.73033,17.40052,17.20276,5972,301,4,124
578,18.55456,17.5853,17.20871,16.94178,16.91647,5183,301,3,262
579,19.12565,17.1598,16.13203,15.67175,15.30468,4294,301,5,137
580,19.40681,18.30596,17.66526,17.34011,17.14261,3015,301,3,342
581,18.07789,17.041,16.56525,16.38944,16.28193,3900,301,3,545
582,19.0479,18.07919,17.68767,17.5111,17.4637,5960,301,4,163
583,19.54686,18.34504,17.77675,17.4183,17.18736,4674,301,4,65
584,19.08881,17.98968,17.63466,17.4339,17.42634,3905,301,5,40
585,18.50345,16.80091,15.96328,15.55341,15.23801,3015,301,3,255
586,18.84451,18.08176,16.95636,16.467,15.42361,752,301,4,534
587,18.03252,16.67731,16.05418,15.69916,15.51219,3705,301,4,335
588,19.33984,17.66678,16.79308,16.37497,16.05876,5933,301,1,76
589,17.63672,16.39926,15.93922,15.80745,15.74111,3438,301,2,138
590,17.38887,17.64808,18.10935,18.43526,18.81099,4851,301,5,48
591,18.59686,17.99457,17.17937,17.05576,16.98937,3958,301,4,58
592,18.80036,17.45613,16.76929,16.38606,16.12784,2986,301,3,35
593,18.44826,16.44226,15.48582,15.04992,14.74951,4649,301,3,162
594,17.61438,16.18073,15.45748,15.03547,14.72368,5183,301,1,123
595,19.11052,17.86283,17.31957,17.1242,17.04137,4264,301,3,158
596,18.93833,16.40166,14.99264,14.33565,14.02602,2335,301,4,53
597,19.50096,17.94859,17.4945,17.35078,17.19337,2125,301,3,189
598,19.00851,18.07214,17.72983,17.61707,17.63203,4649,301,5,56
599,18.89316,17.00772,16.08961,15.67714,15.36638,2391,301,1,87
600,18.70568,17.42778,16.76501,16.34252,16.09235,5972,301,5,94
601,19.29798,18.24572,17.81373,17.67974,17.62554,3704,301,3,154
602,,,,,,4678,301,1,155
603,19.30223,17.82397,17.14607,16.70888,16.46708,1740,301,2,138
604,19.04104,17.91541,17.47595,17.1437,16.98375,4263,301,1,155
605,19.26768,17.86609,17.29111,17.0432,16.91771,7718,301,5,287
606,19.53631,18.43626,18.14646,17.95659,17.96469,3704,301,1,44
607,19.54087,17.95293,17.27732,16.90867,16.68583,4649,301,4,317
608,16.48211,15.39419,15.01807,14.90792,14.85851,3705,301,2,45
609,19.59219,18.18128,17.62279,17.34232,17.2366,4504,301,2,153
610,19.30118,18.24163,17.78174,17.58081,17.50493,4849,301,5,771
611,18.00859,16.92197,16.52499,16.38285,16.32699,1231,301,4,23
612,18.97065,17.24826,16.27439,15.84136,15.5199,4646,301,2,41
613,16.46017,15.35516,15.09027,14.96987,14.9577,4829,301,2,108
614,18.46299,16.86809,16.17245,15.79094,15.47906,5314,301,2,125
615,18.03346,16.58549,15.84455,15.46121,15.19041,752,301,5,383
616,19.40536,18.34916,18.28224,18.29542,18.31825,3926,301,3,191
617,18.29025,16.93215,16.25335,15.82925,15.58426,4569,301,2,247
618,19.46916,18.1463,17.58832,17.31639,17.10793,3631,301,1,287
619,18.59364,17.61945,17.36843,17.26444,17.16438,2826,301,5,243
620,18.85942,18.52552,18.67734,18.50382,18.48685,1907,301,4,126
621,19.08754,18.66207,18.67205,18.74187,18.75876,3630,301,4,60
622,19.05385,17.03622,16.1063,15.6826,15.36838,2247,301,6,116
623,19.09019,17.80164,17.00761,16.5581,16.28712,4010,301,5,118
624,17.51858,16.21245,15.57977,15.3524,15.19638,4674,301,3,79
625,19.35246,17.98326,17.33429,16.96382,16.7229,3225,301,5,54
626,19.38219,18.92169,18.86317,18.62016,18.50515,5973,301,4,100
627,18.7937,17.69849,17.21689,16.93184,16.76613,4670,301,4,291
628,18.6517,17.75019,17.47363,17.38951,17.34389,2247,301,1,225
629,18.96343,17.3676,16.43829,15.94172,15.54047,8095,301,5,409
630,19.00753,17.85738,17.39159,17.06802,16.84662,4512,301,5,36
631,19.59826,19.07155,18.7821,18.5021,18.43161,7784,301,5,182
632,18.99372,17.63583,17.00879,16.65427,16.40931,5972,301,6,128
633,19.1504,17.86854,17.12323,16.67278,16.39705,752,301,2,705
634,18.46371,16.85143,16.1395,15.87696,15.74113,5183,301,4,375
635,17.79931,16.58004,16.00133,15.70045,15.47753,5116,301,5,83
636,18.89057,17.54563,17.19218,16.93084,16.84002,2243,301,2,251
637,19.24956,17.61806,16.59253,16.07128,15.66271,7773,301,2,213
638,18.83233,17.93528,17.68295,17.53895,17.56503,5933,301,1,41
639,18.84852,17.75744,17.77404,17.83595,17.90559,3704,301,2,140
640,18.11433,16.33811,15.46195,15.01417,14.66283,5087,301,6,54
641,18.98397,17.75198,17.10879,16.72775,16.50114,2243,301,5,293
642,18.18935,16.52203,15.78038,15.4267,15.14407,3015,301,3,419
643,19.52922,17.53094,16.51576,16.09032,15.72003,1412,301,4,350
644,18.74883,17.80687,17.4786,17.37506,17.35084,7778,301,2,97
645,18.46439,17.65094,17.43784,17.15976,17.25619,1140,301,1,282
646,19.3628,18.24688,17.78324,17.41921,17.21141,2986,301,3,289
647,19.3227,17.36564,16.44137,15.99208,15.70781,7885,301,1,16
648,19.42481,17.81106,16.97984,16.58964,16.29167,3225,301,3,45
649,19.1017,18.81155,18.43762,18.3939,18.17756,4858,301,3,476
650,19.38171,17.64428,16.69163,16.1909,15.76458,1729,301,2,302
651,18.83964,17.3106,16.59995,16.2304,16.00847,5137,301,6,285
652,18.05833,17.08851,16.80668,16.64787,16.57041,3894,301,2,54
653,18.69384,16.72916,15.83732,15.42834,15.12712,4858,301,1,486
654,19.42523,18.50771,18.21642,18.09059,18.05227,4829,301,1,28
655,17.47701,15.74097,14.96064,14.58429,14.28062,3705,301,2,306
656,17.77122,16.41551,15.59634,15.18674,14.8768,3699,301,4,202
657,19.24026,18.21296,17.76418,17.55317,17.45178,7787,301,3,106
658,19.12955,17.42591,16.48917,15.98046,15.66103,8067,301,5,120
659,18.3234,17.40341,17.0899,16.98336,16.92292,3842,301,6,57
660,17.49361,17.43973,17.38729,17.18928,17.16533,4344,301,4,171
661,17.88959,16.93555,16.61648,16.47947,16.47336,2986,301,4,59
662,17.70795,16.75255,16.36032,16.23947,16.18954,4674,301,5,127
663,19.44807,18.49693,18.11482,17.96505,17.88931,4829,301,2,204
664,17.69222,16.14248,15.41954,15.00469,14.67908,3894,301,5,137
665,19.41482,17.883,16.83505,16.36159,16.05681,2986,301,1,253
666,19.51404,17.38342,16.37339,15.80272,15.36512,5390,301,4,66
667,16.81809,15.66968,15.77631,15.87143,15.92029,5323,301,5,123
668,18.36204,16.47747,15.6317,15.24537,14.9369,2826,301,5,234
669,19.13085,18.63518,18.53703,18.62029,18.44614,4671,301,3,84
670,19.49952,17.9922,17.20122,16.77302,16.4563,752,301,1,293
671,19.56794,18.22298,17.66953,17.32018,17.20318,3704,301,1,156
672,18.08401,16.86143,16.40025,16.23823,16.16394,4207,301,5,227
673,19.293,18.16805,17.7638,17.62801,17.57931,2831,301,3,63
674,18.99987,18.0471,17.70746,17.56603,17.53393,3462,301,3,151
675,18.97798,19.19573,19.55598,19.83762,19.95197,756,301,5,643
676,18.9689,18.03105,17.75164,17.45559,17.65302,4263,301,4,257
677,19.43442,19.06987,19.09671,18.62587,18.85053,4294,301,1,175
678,19.37796,18.2846,18.26151,18.27402,18.41553,2964,301,1,534
679,19.18807,18.13024,17.72097,17.49955,17.49715,5314,301,3,88
680,19.39409,18.02407,17.47659,17.2183,17.08847,752,301,6,306
681,16.16793,14.78681,14.28773,14.1261,14.0667,5641,301,2,52
682,19.44443,16.92929,15.73736,15.23674,14.96242,3893,301,1,81
683,18.7024,17.42901,16.74352,16.33748,16.06515,1231,301,3,100
684,16.58899,15.56401,15.43011,15.3993,15.4424,4204,301,3,27
685,18.81506,17.41224,16.82965,16.47335,16.2617,2822,301,4,90
686,19.10651,17.68334,17.06729,16.81758,16.68998,3926,301,5,120
687,17.52289,15.60253,14.76952,14.36529,14.07533,1302,301,6,393
688,19.59464,17.47107,16.30125,15.81217,15.43324,752,301,2,516
689,18.88403,17.11478,16.17621,15.73921,15.42675,2986,301,5,147
690,19.44016,17.88261,17.17937,16.76776,16.54774,3712,301,4,162
691,19.01251,18.80053,18.64927,18.44799,18.12989,8155,301,6,62
692,19.22855,18.15494,17.79007,17.52887,17.41042,5314,301,3,102
693,19.3728,17.95846,17.30966,16.96252,16.71538,2826,301,1,188
694,16.85761,15.84074,15.51493,15.40019,15.37734,1462,301,5,303
695,19.23819,19.08942,18.76809,18.4899,18.30681,4829,301,3,31
696,18.16415,16.69347,15.97855,15.55954,15.31493,1231,301,1,123
697,19.17543,19.04786,18.98441,18.8139,18.66213,2987,301,4,82
698,17.00828,15.64854,15.12654,14.96587,14.88974,5656,301,3,78
699,19.14426,18.0027,17.43132,17.11763,16.97492,3462,301,4,198
700,18.45612,17.9596,17.9025,17.9153,17.75747,3705,301,1,303
701,17.23746,15.65458,14.84903,14.39675,14.14341,2986,301,5,132
702,18.3189,17.19771,16.86892,16.63975,16.64932,2987,301,2,78
703,19.27616,19.05868,18.9244,18.7326,18.86694,4516,301,2,76
704,17.8229,16.80768,16.53407,16.42502,16.42727,4576,301,2,221
705,18.58192,17.30103,16.76776,16.45909,16.26168,5972,301,5,73
706,19.31729,19.03461,18.97362,19.0792,18.99044,5636,301,2,130
707,18.5449,16.85624,16.05346,15.62123,15.31295,2863,301,4,84
708,19.34492,18.42726,18.12937,18.02518,17.99617,3225,301,3,184
709,17.55898,16.04763,15.3207,14.90866,14.59593,3926,301,4,91
710,17.68364,16.50799,16.09314,15.96556,15.91496,4134,301,2,81
711,18.47411,15.90779,14.61743,14.03494,13.72148,4294,301,1,131
712,18.64811,17.48236,17.55933,17.60151,17.70998,4851,301,3,78
713,17.72133,16.49722,15.99141,15.77518,15.73184,3704,301,4,102
714,18.89213,16.84639,15.8969,15.45657,15.12302,5972,301,4,73
715,19.17436,17.72164,17.06501,16.70139,16.47139,6161,301,2,92
716,19.58635,17.75493,16.83031,16.40762,16.0369,2247,301,2,105
717,18.9328,18.62304,18.43173,18.60329,18.46918,6573,301,6,276
718,19.56033,18.53847,18.16379,18.03595,17.98777,5598,301,3,156
