id,ra,dec,sky_zone,object_type
13184,157.3217907608,54.107222268,D,GALAXY
7104,219.8772051269,13.8146991805,E,GALAXY
1520,345.0453828429,8.2230301943,C,STAR
16221,249.8254799915,11.1408077159,E,GALAXY
12592,164.3798772223,40.9461501705,D,GALAXY
6297,216.7587052389,5.3253649467,E,GALAXY
7639,127.4396623469,65.2448010088,H,STAR
11529,159.2314695958,44.3712888052,D,GALAXY
558,142.0101236713,13.8648239522,B,STAR
313,144.0536877505,1.0215511161,B,GALAXY
12865,220.499754267,13.3241974956,E,GALAXY
1485,129.5049319345,4.2304490343,B,STAR
4006,7.5867539572,24.3470640447,J,GALAXY
4296,217.7271726481,25.6750523218,E,GALAXY
470,1.5572149142,24.4959129265,J,QUASAR
6529,196.2866442477,12.2095328806,F,GALAXY
1542,126.4510364634,59.7443757166,H,STAR
6546,142.9943209821,13.6899689668,B,QUASAR
3911,157.7329275962,65.4575332091,D,QUASAR
14122,126.8913897715,4.6048131398,B,QUASAR
2463,213.8136679659,4.8990113529,E,GALAXY
517,236.2502299962,57.9919766774,G,QUASAR
17397,,-5.4502941975,J,STAR
13357,154.7690340573,17.1833556325,B,GALAXY
11091,174.692332886,38.8595168193,A,GALAXY
13659,195.2631663856,35.37680507,I,QUASAR
5802,27.2975612174,3.6455602029,J,QUASAR
10038,257.7772443235,33.0350049958,G,STAR
4428,255.7830813654,60.0104909178,G,GALAXY
14283,117.1531737167,52.2222241938,H,GALAXY
4688,120.3456924975,6.4777724814,B,STAR
17630,230.2597503995,30.5727574546,E,GALAXY
11562,117.4807791247,17.9719295802,B,STAR
4309,,8.0439377753,F,GALAXY
17095,165.4822040945,6.7893942249,F,GALAXY
12112,249.4163827179,25.3199604181,G,GALAXY
11591,135.3835071178,2.0621105674,B,GALAXY
5558,290.3250602258,78.872733739,G,STAR
5985,135.8985167767,57.5848482505,H,STAR
5349,38.2954306584,-1.1352214582,J,GALAXY
430,154.2254786764,19.8382128199,B,GALAXY
421,235.6894552584,35.8188525209,G,GALAXY
14081,352.7044522841,-11.0265195049,C,STAR
17946,129.5770035141,12.0679003115,B,GALAXY
3926,114.0669061844,39.8696186158,H,STAR
11859,117.219543612,15.623712012,B,STAR
6601,163.0922056169,34.0092470853,D,GALAXY
15427,132.8116510763,4.5815986653,B,GALAXY
11236,218.2079420857,22.7612423446,E,GALAXY
9497,177.4193992839,9.7153232138,F,GALAXY
11551,181.9570261767,13.3043924857,F,GALAXY
9294,234.2024151221,2.3556154655,E,GALAXY
3036,249.8783880168,41.0038077658,G,QUASAR
7301,,39.903730769,I,GALAXY
8542,1.1546634939,-7.7308563706,J,STAR
5365,,35.3853641087,J,QUASAR
15792,,40.0367315478,J,STAR
14964,211.3552475484,-0.8113425965,E,GALAXY
4815,223.4486430278,21.4551987337,E,QUASAR
14261,214.726275732,8.266788658,E,STAR
10750,314.2221203657,0.1791563916,C,GALAXY
11147,147.0272405324,36.4623725319,D,QUASAR
12985,140.2749488364,31.3416277795,D,STAR
10690,152.1742527,3.1833950291,B,STAR
3295,111.1975625466,0.1301097127,B,STAR
12179,221.7141874058,23.111135562,E,STAR
7377,190.8187782703,8.7258224072,F,STAR
14463,196.7511393655,55.8926081032,A,GALAXY
5596,133.20627665,3.5130001185,B,STAR
16858,16.2398986733,-0.9117549017,J,GALAXY
8081,160.4760096576,40.1339294914,D,GALAXY
16192,242.0860149555,35.4872644057,G,GALAXY
10961,184.7823390431,61.2287650041,A,GALAXY
6549,149.2181673426,15.3869615934,B,GALAXY
2151,201.8458681804,1.2665458775,F,GALAXY
14366,163.0010614391,3.8358424849,F,GALAXY
8881,359.0906696836,36.6056377769,C,STAR
8064,232.394891866,7.9399282916,E,GALAXY
16013,196.3583175459,19.3898618517,F,GALAXY
7337,117.895714874,8.6233392119,B,STAR
394,119.6899624889,29.4548128837,H,STAR
13297,218.7829784908,56.5698262057,I,STAR
519,180.1083572552,19.5654171866,F,GALAXY
17788,193.5383197137,59.9481680062,A,GALAXY
1732,206.1946149495,66.4700435858,I,STAR
6575,174.1205573023,28.2149448205,A,STAR
6915,50.2143340636,42.1656500625,J,GALAXY
13483,221.1848506309,-1.9993635411,E,STAR
452,142.3772519038,13.0955654259,B,QUASAR
8515,26.3069159553,3.815821937,J,QUASAR
14628,324.5989749281,-0.972935426,C,STAR
16150,163.2500154616,22.2236059711,D,GALAXY
14985,,-9.2843583683,J,GALAXY
11655,139.5800411305,16.5970655764,B,GALAXY
3453,188.6471593605,38.6541596059,A,QUASAR
9863,131.4833545957,42.0671802806,H,QUASAR
2878,328.9085648726,4.1546788827,C,GALAXY
11270,165.5969309275,28.1590192123,D,STAR
5932,216.8168409285,1.5679318041,E,GALAXY
1710,220.0915970498,15.0543751778,E,QUASAR
3677,201.1473574461,49.8970729605,I,GALAXY
10242,,24.5789156787,J,STAR
8959,125.8401378949,18.393447203,B,STAR
13232,140.6156143532,26.9653673263,B,STAR
11609,49.441185565,42.4993836122,J,STAR
6937,155.6300597824,5.8159875301,B,STAR
1098,131.6309114704,25.1924223507,B,GALAXY
6489,227.3811603582,26.7767806437,E,GALAXY
1060,185.1062984818,-0.7790525831,F,STAR
14491,117.7934256575,50.2643865764,H,GALAXY
4956,127.3135839753,17.361686279,B,GALAXY
13779,132.7825966415,11.3863088136,B,STAR
10767,130.4971762788,11.284561371,B,STAR
11231,154.9102209808,21.2406344171,B,GALAXY
9066,123.0593454727,4.0735040155,B,GALAXY
16042,176.2051020407,59.2241764473,A,STAR
15556,151.3161751568,15.9028928718,B,GALAXY
12930,193.2245673886,-2.0421430292,F,STAR
9603,209.9730156302,63.7357096633,I,STAR
6152,343.2052876145,1.201128613,C,GALAXY
953,126.2614098067,8.5568226368,B,GALAXY
16243,337.6743258318,11.7093913779,C,GALAXY
7140,238.5518856437,36.0979840139,G,GALAXY
17121,91.1629401009,62.936095558,H,STAR
127,,0.0488906726,F,GALAXY
15893,53.7440171859,-0.8343127939,J,STAR
2756,144.7603544781,51.9459383622,D,STAR
2996,208.1698891219,-1.0529122983,E,GALAXY
5158,132.3948234412,11.7880760705,B,STAR
13789,177.9255962382,42.6918438136,A,GALAXY
3639,118.9086207678,13.7201600517,B,STAR
13288,250.7526913441,35.7947359334,G,STAR
9257,181.5467870831,4.8741142387,F,GALAXY
9489,83.4853102456,-0.4282596352,B,STAR
4669,188.0461031399,52.6979568003,A,GALAXY
16245,194.1943281002,5.9162961512,F,GALAXY
15363,199.919087329,55.6183049526,I,STAR
15942,229.383669026,23.5632946312,E,GALAXY
5216,177.5518275443,4.5541843052,F,GALAXY
6218,282.061989758,77.6032023958,G,STAR
13574,207.4701771569,52.3589787925,I,QUASAR
5344,111.6221210117,36.1886678837,H,STAR
17261,167.5318054867,9.276890855,F,STAR
514,234.8285050532,19.2211038307,E,STAR
5276,132.663182262,3.4453528794,B,STAR
2198,190.0906327576,42.3165271816,A,GALAXY
10442,18.3703957208,17.1578926078,J,STAR
5594,338.5889679671,2.9389594287,C,STAR
16266,124.921868819,26.7192789691,H,GALAXY
15189,125.5579472011,31.8733816867,H,STAR
5432,197.8129035826,57.7291991108,A,GALAXY
6464,169.4087215363,56.4543590987,A,GALAXY
8714,180.0115566356,-1.6147297777,F,GALAXY
8918,125.5795208682,38.0650386515,H,GALAXY
3455,156.1976342461,46.7777262674,D,QUASAR
7418,326.9001996952,2.0499726772,C,STAR
6718,124.5486119183,39.1691761293,H,GALAXY
17066,355.1810190685,8.0102307354,C,STAR
11865,167.661791509,40.600894558,A,QUASAR
3638,210.0694026517,-1.1394686756,E,QUASAR
7738,208.291657462,17.3324935391,E,GALAXY
15370,118.1983867125,43.3931337776,H,GALAXY
10806,139.1911135789,20.7829573275,B,STAR
8389,123.3703421722,54.4789112561,H,STAR
5005,333.5048774227,1.0602024109,C,STAR
4379,198.0550312476,47.0680081049,I,GALAXY
6748,162.1164112006,11.8874868323,F,GALAXY
6925,119.4804121276,8.9039860571,B,STAR
16823,196.1904498416,3.634875612,F,GALAXY
17149,170.090384347,35.5983157008,A,GALAXY
7066,326.4181887418,-8.093814745,C,GALAXY
9706,119.194365722,65.5723278951,H,STAR
537,339.4417148346,20.3900472872,C,STAR
13346,124.7156035851,41.9817946322,H,STAR
16981,170.886760421,67.3024965681,A,STAR
5766,50.2509863622,42.1422681125,J,GALAXY
7913,215.8157050237,5.6412442451,E,GALAXY
3966,230.2192944473,22.7288177,E,GALAXY
15876,192.7690489631,46.9358683631,A,QUASAR
17297,171.7289777401,58.1176520355,A,QUASAR
10563,249.1792497546,28.5330792068,G,GALAXY
4090,252.913491785,23.9722795371,G,GALAXY
8068,251.8792948195,24.0335046744,G,STAR
15613,142.8064213231,52.64540627,D,STAR
10067,171.8107677095,18.8587089707,F,STAR
995,255.2822012357,40.4910306997,G,STAR
3158,345.6449118947,19.1767583616,C,QUASAR
8932,133.4578272965,2.900508038,B,STAR
6795,279.2927360159,41.1856799761,G,STAR
8417,193.9899363682,19.6251879006,F,STAR
2610,80.8442426048,61.3306204988,H,STAR
15867,301.9488233057,-12.6633575719,C,STAR
12342,159.1915537558,5.5544490229,B,GALAXY
13718,349.6434146773,0.4144531222,C,STAR
6361,90.8652722379,82.4250606072,H,STAR
17320,234.8086551884,43.5837678622,G,QUASAR
17796,179.576605149,41.4623354403,A,STAR
15666,221.3840548852,-1.1558000779,E,GALAXY
11067,238.5638020593,10.9694472681,E,GALAXY
15243,235.1393887583,17.1279615131,E,GALAXY
1189,169.1363249776,47.5835119667,A,GALAXY
13915,,40.4324399613,J,STAR
17812,134.2031171551,2.9178313595,B,STAR
7809,225.7346851579,29.8425036674,E,GALAXY
3100,285.089880572,39.2913969456,G,STAR
10914,159.9957866009,7.9984127394,B,GALAXY
13135,155.6855848349,15.8453744366,B,GALAXY
2792,193.0251589136,41.2311428942,A,GALAXY
2694,256.6321290491,39.4796786379,G,STAR
14975,195.1289788854,28.108394134,I,GALAXY
3764,208.0930856221,-2.4751618814,E,GALAXY
10166,108.1842495421,40.1992627951,H,STAR
12057,173.0666273219,55.9630820939,A,GALAXY
14121,130.9071217703,47.2525070597,H,GALAXY
12339,136.645726987,4.8019056554,B,GALAXY
7143,213.1703325496,22.2281174706,E,GALAXY
9141,178.8799139737,21.41650995,F,GALAXY
56,,-7.3527768996,J,STAR
4336,340.249207567,21.587514916,C,STAR
2670,22.0207644004,7.3231714653,J,STAR
15112,161.9971463634,40.9239396077,D,GALAXY
3500,354.6956434147,0.3435831075,C,STAR
10033,178.7375292572,65.7964064405,A,GALAXY
13831,134.175892158,32.6157993793,D,GALAXY
4551,138.9373177609,49.7792486159,D,GALAXY
6975,241.3906150873,16.5553265395,E,GALAXY
6538,223.1949909044,44.7873482217,I,STAR
4142,,28.9750662269,J,STAR
14473,211.6980224154,49.7028874291,I,STAR
123,15.2978183788,-9.3039289149,J,GALAXY
8188,56.1155655629,-0.4612348604,J,GALAXY
15028,218.2549373921,53.3061371497,I,GALAXY
9741,184.9970352078,4.324629783,F,GALAXY
8606,132.2241283921,31.5719620655,H,STAR
15026,153.7893045017,54.7683638658,D,STAR
9008,201.4254939683,49.0072098684,I,GALAXY
1590,165.2891133539,29.524277376,D,STAR
2312,168.4674687547,55.475808493,A,GALAXY
739,189.7632941548,0.1530301669,F,STAR
9954,109.8111452119,30.5740820188,H,STAR
1287,178.6012178214,63.7083495429,A,GALAXY
1877,227.1427458535,-1.3651341224,E,GALAXY
464,238.7203759625,34.6719698257,G,STAR
7722,176.2163067207,11.5251861956,F,GALAXY
13785,193.7321329419,29.4569356975,I,STAR
1625,315.9091045589,10.9323797092,C,GALAXY
374,,37.9633771662,I,STAR
14868,,63.2622599646,A,GALAXY
9995,114.1804127384,65.2570842019,H,STAR
2692,206.7873393026,27.3442621999,I,STAR
8830,243.178812887,23.1275934054,G,GALAXY
16177,220.3147838229,21.9437894289,E,GALAXY
14745,142.4014031349,65.2161444804,D,GALAXY
10546,226.5479516054,0.996957125,E,GALAXY
10661,182.5408606,3.5522447771,F,GALAXY
13217,216.76460192,33.5642516693,I,GALAXY
9596,126.6168107665,2.363586188,B,QUASAR
1796,344.6399115501,6.7514949746,C,QUASAR
2758,140.8121659301,12.4722173497,B,GALAXY
15801,,14.0669657242,C,STAR
14734,246.5699065512,-0.2520373334,E,GALAXY
13181,235.8236650774,31.1999137164,G,GALAXY
371,230.3930271748,29.0737308014,E,GALAXY
15438,242.8234227662,5.8930911037,E,GALAXY
7239,220.8617558727,-1.136685787,E,QUASAR
13988,134.2650337575,47.2256777398,H,STAR
2847,126.7391597473,-0.9828938325,B,STAR
12044,171.0569727199,34.4280149423,A,GALAXY
2514,246.658118336,52.1948761112,G,STAR
13437,192.2502959644,67.6568087671,A,GALAXY
3812,211.8948814212,-1.2060068662,E,STAR
2023,170.9685885263,64.5748897733,A,GALAXY
16297,334.553005194,28.465878408,C,GALAXY
10891,14.2626983135,-0.8735702912,J,GALAXY
17338,131.396469711,63.2368551815,H,STAR
17902,245.5595210142,52.1861061075,G,STAR
8231,139.4199486096,19.918880108,B,GALAXY
6308,8.6687315611,-9.3089092252,J,STAR
15578,162.4174714094,3.8844565679,F,GALAXY
2620,122.1171471794,53.9345947842,H,STAR
14660,166.2420046023,56.7975580207,A,GALAXY
15548,127.2069514991,82.7702548541,H,STAR
15418,125.7414384779,56.1481494158,H,QUASAR
8823,,24.1189566957,J,STAR
17293,253.0960551501,30.6436644568,G,GALAXY
8037,237.6417352503,27.3902005853,G,STAR
3379,190.0056691623,1.4545785645,F,GALAXY
5649,243.8363998954,12.5563857666,E,GALAXY
16363,155.0675511773,37.2745285329,D,GALAXY
10016,183.6378262558,50.378939945,A,GALAXY
10593,250.1407837405,36.1727254412,G,STAR
8482,27.4723355877,-5.9739376659,J,GALAXY
8873,236.9384837314,22.8191088409,E,STAR
5569,136.8232734917,41.5901329066,D,GALAXY
9465,156.7052504357,6.198262205,B,GALAXY
305,139.4269180913,32.8504338695,D,QUASAR
976,176.7639621145,-1.319864087,F,GALAXY
6655,10.4488055731,24.249300817,J,STAR
1884,170.9407310997,42.1205500413,A,STAR
17230,178.2386058754,60.4036913234,A,GALAXY
3297,220.3438954848,32.2781010978,I,GALAXY
10552,185.0241798025,49.8619381476,A,STAR
10159,218.3941698801,36.4916749004,I,GALAXY
10228,206.1359392144,39.3006228562,I,STAR
15513,37.5905707849,-1.1752582226,J,GALAXY
7623,291.7254924086,38.4683074628,G,STAR
12341,1.5092101965,25.8753955471,J,QUASAR
4064,192.0532718017,6.7452350992,F,QUASAR
2435,199.3924394542,39.8820206942,I,STAR
14654,125.4802150551,22.720881627,B,STAR
1284,259.5286887366,29.9948726441,G,GALAXY
17153,181.1600523201,8.4486899111,F,GALAXY
2094,195.8815425632,22.8468041599,F,GALAXY
11862,196.5581291828,59.9673371494,A,QUASAR
7875,113.8548988532,45.1810558989,H,STAR
4621,176.2238052952,27.0531331107,F,STAR
7782,216.5272673874,-2.4478256355,E,GALAXY
8729,161.4238059125,6.7358728198,F,GALAXY
3756,241.2508682246,39.4154145364,G,GALAXY
6841,204.4620567375,29.200914773,I,STAR
12466,26.0904139277,-5.3406400781,J,GALAXY
2801,8.8724801148,24.2022705256,J,STAR
16469,132.5048127111,46.7570592155,H,GALAXY
16121,193.2722499455,47.628544585,A,STAR
6121,230.532660784,27.6327543947,E,GALAXY
6733,,7.9543165992,F,GALAXY
17250,209.378031329,22.8613914229,I,GALAXY
5240,174.0863910868,42.4579122097,A,QUASAR
2249,349.3687257775,6.0075644965,C,STAR
16764,146.3133774944,34.712283344,D,GALAXY
10226,357.8944077947,39.1179724165,C,STAR
12789,197.905249362,63.8975646809,A,GALAXY
1230,,24.2405671572,J,STAR
9923,,3.1038884111,J,STAR
10504,236.161725423,5.132637899,E,GALAXY
8287,227.655223174,39.7604098719,I,GALAXY
13377,112.2384399258,42.7024606693,H,GALAXY
9328,187.4967499845,-0.2873659822,F,STAR
10530,12.2520204859,-9.7008342332,J,STAR
6813,125.4509695824,55.9879716654,H,QUASAR
3772,194.477010982,48.7106326291,A,GALAXY
4268,137.3845754574,3.9140167344,B,STAR
4247,180.5232833587,56.9800235322,A,GALAXY
17658,125.8147218288,18.2528242052,B,GALAXY
10048,143.0562661012,48.2299713221,D,STAR
11762,51.9164316373,0.9992437558,J,STAR
15947,344.5745722898,7.3629422573,C,STAR
11460,221.8182314623,64.0692063804,I,STAR
14347,222.7942231716,10.5273397626,E,GALAXY
8058,331.9627868857,4.3843689316,C,STAR
9324,,6.0227309679,F,GALAXY
17133,226.3798109896,28.2957863926,E,GALAXY
16539,355.9450402552,-1.0257520574,C,STAR
17914,131.7543529871,5.4220589947,B,GALAXY
10199,50.5191640599,41.3670235824,J,STAR
16036,1.2560311562,23.9961542839,J,STAR
2160,177.7844828976,3.5234738651,F,QUASAR
17156,35.5512136346,0.7629893397,J,STAR
419,199.8172320352,20.8316476454,F,GALAXY
14044,135.0693155932,14.7349273952,B,GALAXY
13996,137.650477578,49.5792825681,D,GALAXY
1630,176.8555809185,12.2109405512,F,GALAXY
1018,136.2848230807,31.8823958343,D,QUASAR
10384,233.1604944438,58.816980265,G,GALAXY
6107,185.6267730268,63.2098509795,A,GALAXY
3617,,-2.7494841921,F,GALAXY
10544,218.6196615581,9.6176678531,E,GALAXY
6020,141.7551766332,0.9799991114,B,GALAXY
14396,108.6645500038,39.1381959957,H,STAR
4644,133.0630360129,3.1010812186,B,STAR
16406,85.08281164,61.9679564449,H,STAR
130,234.0661993144,30.0416372762,G,GALAXY
8455,150.3975166019,63.2730482684,D,QUASAR
5181,185.2875192093,25.1334904102,F,GALAXY
1704,291.200819942,38.7478429575,G,STAR
2418,19.1376848972,15.3207425802,J,STAR
15388,143.0193303679,33.3226166353,D,STAR
9450,44.9311005514,4.9626900447,J,STAR
10121,171.9883679641,59.8415259103,A,STAR
3159,215.5201655263,-0.7904988915,E,STAR
15049,228.8820189889,33.8549596105,I,GALAXY
7984,92.2770993003,24.2305396447,H,STAR
16347,10.7188035195,0.9227210361,J,STAR
16091,211.5708164764,56.2112721602,I,STAR
5361,174.9127099174,57.9573468368,A,STAR
1947,155.170288486,15.413079454,B,GALAXY
8949,200.4875553697,57.014976961,I,GALAXY
822,222.4493717419,9.2870372974,E,GALAXY
13159,224.5938266208,21.5530470894,E,STAR
8984,103.7014348903,17.2213249774,H,STAR
17799,245.0786918967,36.8070245011,G,QUASAR
2920,147.5397391137,6.8817923595,B,GALAXY
16230,230.4875818504,18.1718559881,E,QUASAR
2907,159.6063848104,56.5820011651,D,GALAXY
11224,204.573332554,21.3599298892,I,STAR
13741,250.0509949808,38.2708772788,G,STAR
2781,18.142539619,-10.3711922031,J,STAR
9581,156.4426030661,5.505475804,B,GALAXY
7015,170.417752768,-12.4495920663,F,STAR
15358,144.4035945582,13.1399517203,B,GALAXY
7744,231.1493061649,27.7060414919,E,GALAXY
2367,112.0925110315,41.5054164406,H,STAR
13578,235.5524733345,38.7085178691,G,GALAXY
11105,117.5095701003,27.930200309,H,STAR
8131,180.4638182693,45.1523837824,A,GALAXY
8329,259.8540392427,27.4544768764,G,STAR
15622,17.0502403545,0.0706311397,J,GALAXY
1779,128.8180560178,48.317056687,H,GALAXY
6656,181.4947834006,18.8247446683,F,GALAXY
2972,37.9336155047,26.7993028096,J,STAR
3686,121.9920254763,17.8631319976,B,STAR
7177,8.8516367313,-18.5401059062,J,STAR
16747,201.0330101743,2.3217641757,F,GALAXY
9463,16.3646174892,30.5030898221,J,STAR
3046,219.2750539956,23.8703959777,E,GALAXY
5489,247.0100134979,8.0883523484,E,GALAXY
760,181.9685150222,56.5011489618,A,GALAXY
12438,232.728293453,46.6511373292,G,QUASAR
8370,35.0798641815,-9.424027698,J,GALAXY
4005,246.1524866367,-0.9191252619,E,STAR
2142,164.4712943688,6.3792448397,F,GALAXY
4755,355.1999030609,7.4315607972,C,STAR
15665,230.3076027704,36.2018330702,G,QUASAR
9952,168.9032622671,41.7819414307,A,GALAXY
5961,215.8994216586,38.5689339559,I,QUASAR
15180,213.6279595464,54.0942988194,I,GALAXY
4673,240.7969467477,53.0130492471,G,GALAXY
3759,159.4517804834,6.7305342781,B,GALAXY
17963,,33.4129526262,I,QUASAR
15075,176.7973535182,56.3345968963,A,GALAXY
2903,214.0487520792,44.0342990199,I,GALAXY
2145,168.3961663185,4.2591539354,F,STAR
2468,214.3178708018,-1.5892366275,E,GALAXY
15781,147.5140526629,54.8912144701,D,STAR
896,231.2100211476,3.976336397,E,GALAXY
1130,143.4346083053,43.4653217616,D,STAR
13417,216.5584720821,32.264634982,I,STAR
9447,159.6738465806,16.5412362847,B,GALAXY
4371,173.352493447,66.9784888204,A,STAR
1016,157.2598621619,8.4800340961,B,GALAXY
12935,122.287700727,66.2089977575,H,STAR
16724,187.0780655749,8.2124634676,F,GALAXY
3946,145.1836467836,0.7999218773,B,STAR
10457,146.9242234674,49.1441584491,D,STAR
14048,129.2760124383,9.2549759909,B,GALAXY
11399,192.2337912258,-2.8575276982,F,STAR
6148,234.4910177238,-0.6513879406,E,GALAXY
16383,155.0074717483,56.4611727066,D,GALAXY
14556,206.5802293586,17.5711357586,E,STAR
12513,,4.3457774796,F,QUASAR
12276,130.9179298197,22.2400070279,B,GALAXY
8400,260.0272916031,40.9670992357,G,QUASAR
155,169.7053338796,57.249800609,A,GALAXY
13423,229.226859247,-0.7646814191,E,GALAXY
1314,145.0407254636,52.7127190718,D,STAR
9492,257.8088850984,21.392192842,G,STAR
11823,169.5151656936,58.7470434888,A,GALAXY
13449,133.9314241748,46.9599392315,H,QUASAR
12823,185.0000287298,33.856485355,A,GALAXY
11166,130.479824023,34.7883964372,H,STAR
8713,222.8051492667,41.6261179654,I,GALAXY
9439,163.7481611317,22.7517697736,D,GALAXY
15261,333.7870176548,19.8592590388,C,STAR
7777,251.8969034133,24.5679379356,G,STAR
16922,211.4139539069,1.6456377505,E,GALAXY
12859,15.4316644702,-0.8941700247,J,STAR
6204,198.0020626983,3.292113633,F,QUASAR
14423,121.6477567049,31.0174858203,H,GALAXY
12081,163.9732783246,45.9609868331,D,QUASAR
8806,82.7040230723,-1.1927813976,B,STAR
718,6.207578586,7.1610609386,J,STAR
16272,325.6908825204,2.7261822903,C,STAR
7668,132.8906453636,3.1008058867,B,GALAXY
8824,,5.3189148393,F,GALAXY
3168,242.2617667281,51.4958623425,G,STAR
329,41.8227981859,-8.042223611,J,GALAXY
3259,133.2939203299,22.8626856978,B,GALAXY
6021,134.6246788404,1.8426279256,B,QUASAR
4883,216.0470813057,55.1643197387,I,QUASAR
16171,136.7483353361,41.4405941695,D,GALAXY
10070,142.367988348,7.9176628394,B,STAR
14818,202.5563890472,5.0364291384,F,QUASAR
12256,201.2459362255,-0.7254472284,F,GALAXY
7761,182.6364614557,42.7519699142,A,GALAXY
10777,180.37719198,-1.4361131852,F,GALAXY
5131,234.7287488721,-0.6058404057,E,STAR
16217,110.0178906248,31.206946685,H,STAR
15849,212.286902862,5.9564910149,E,GALAXY
2643,216.3561245484,8.7909065154,E,GALAXY
6301,207.3864171381,32.8978357127,I,GALAXY
13965,259.6572651916,-14.434072325,E,STAR
15139,196.009781966,-3.3395734704,F,GALAXY
253,242.6825814526,29.3061772358,G,GALAXY
12566,97.7315656738,25.8788068338,H,STAR
1095,97.4066664827,83.0371239788,H,STAR
9081,172.3621488871,-1.2757771933,F,QUASAR
8438,188.8591632094,15.135227862,F,QUASAR
8029,130.9029347511,24.0507953509,B,QUASAR
4537,137.1895248996,14.3207878116,B,GALAXY
3410,131.7153620784,10.3465035234,B,STAR
13083,216.080179721,-1.1647127585,E,STAR
